,env_id,episodes,is_success,collision,timeout,out_of_bounds,step,success_rate,out_of_bounds_rate,timeout_rate,collision_rate,cumulated_rewards,sim_time,cpu_time_steps,cpu_time_full,action_cpu_time_ur5_1,position_ee_link_ur5_1,velocity_ee_link_ur5_1,rotation_ee_link_ur5_1,position_rotation_sensor_cpu_time_ur5_1,joints_angles_ur5_1,joints_velocities_ur5_1,joints_sensor_cpu_time_ur5_1,shaking_ur5_1,reward_ur5_1,distance_ur5_1,distance_threshold_ur5_1,ur5_1_closestObstDistance_robot,ur5_1_closestObstDistance_ee,obstacles
20,0,1,False,False,False,False,21,0.0,0.0,0.0,0.0,0.0,0.08749999985999998,0.296875,1.65625,0.0,[-0.16399023  0.39439529  0.31256738],[-1.03650928  1.12631321 -0.23629904],[-0.16494223  0.98205161  0.04299302  0.08074838],0.0,[-1.42559315  1.24548261 -1.96350416 -0.97141266 -1.72889138 -0.19626222],"[  4.08754153   0.08399585   3.48233613 -10.         -10.
   4.81686644]",0.0,1,-0.005195763801860316,0.019576380186031604,0.01,0.03381575664717194,0.1572277789342921,
21,0,1,False,False,False,False,22,0.0,0.0,0.0,0.0,0.0,0.09166666651999998,0.3125,1.671875,0.0,[-0.16602865  0.39383218  0.30342609],[-0.48922062 -0.13514757 -2.19391108],[-0.17230754  0.97967166  0.01991116  0.1007827 ],0.0,[-1.41165515  1.24073713 -1.9394629  -0.94398471 -1.77055804 -0.19485742],"[  3.34511831  -1.13891693   5.76990106   6.58270836 -10.
   0.33715176]",0.0,1,-0.00519623414291905,0.019623414291904985,0.01,0.03378124880151567,0.16000231994253045,
22,0,1,False,False,False,False,23,0.0,0.0,0.0,0.0,0.0,0.09583333317999998,0.328125,1.6875,0.0,[-0.16639058  0.40055388  0.30312321],[-0.08686423  1.61320925 -0.07269144],[-0.19462197  0.97284573  0.02801762  0.12210047],0.0,[-1.40316788  1.23673639 -1.92205881 -0.97862598 -1.81222469 -0.23652408],"[  2.03694516  -0.96017561   4.17698121  -8.31390619  -9.99999599
 -10.        ]",0.0,2,-0.010175127864540055,0.017512786454005475,0.01,0.0342438479984401,0.16094782379424805,
23,0,1,False,False,False,False,24,0.0,0.0,0.0,0.0,0.0,0.09999999983999998,0.34375,1.703125,0.0,[-0.16108014  0.39605623  0.29797363],[ 1.27450705 -1.07943535 -1.23589754],[-0.17721057  0.97386765  0.00699884  0.14187732],0.0,[-1.40179193  1.23848531 -1.9185093  -0.93695932 -1.85389135 -0.19485744],[ 0.33022757  0.41974058  0.85188434 10.         -9.99999769  9.99999443],0.0,2,-0.010166946820553338,0.01669468205533383,0.01,0.03395016957751165,0.15641947739299727,
24,0,1,False,False,False,False,25,0.0,0.0,0.0,0.0,0.0,0.10416666649999998,0.359375,1.71875,0.0,[-0.15708843  0.40242934  0.30023384],[0.95800996 1.52954579 0.54244995],[-0.17633279  0.97166091  0.02320907  0.15570213],0.0,[-1.40474899  1.23939694 -1.91266417 -0.97862598 -1.88122142 -0.20257514],"[ -0.7096932    0.21879087   1.40282956 -10.          -6.559218
  -1.85224754]",0.0,2,-0.010119343571782782,0.01193435717827812,0.01,0.03192454424729675,0.15277164454196773,
25,0,1,True,False,False,False,26,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.10833333315999998,0.375332,1.734375,0.0,[-0.14879537  0.40712234  0.29739499],[ 1.99033499  1.12632036 -0.68132401],[-0.19151737  0.96520936  0.02078668  0.17680472],0.0,[-1.41178324  1.24216547 -1.90044195 -0.99835342 -1.92288776 -0.24424181],"[ -1.6882202    0.66444636   2.93333479  -4.73458508  -9.99992105
 -10.        ]",0.0,2,9.99,0.007496813149079467,0.01,0.027436224077861962,0.14514021748525774,
26,0,2,False,False,False,False,1,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.00416666666,0.0,0.015625,0.0,[0.14877991 0.39577127 0.30042508],[0.15417695 0.39510727 1.22134209],[0.0184161  0.99967098 0.0091764  0.01531438],0.0,[-2.05032371  1.25068145 -1.95652651 -0.92285078 -1.58891515 -0.44454225],[ 1.23682308 -0.29907875 -1.4433555  -4.94200161 -4.63080546 10.        ],0.0,3,-0.01798231859462412,0.2982318594624122,0.01,0.07583829883116767,0.13839374786382672,
27,0,2,False,False,False,False,2,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.00833333332,0.015625,0.03125,0.0,[0.14052263 0.39415392 0.30474499],[-1.98174835 -0.38816214  1.0367775 ],[0.02113449 0.99972355 0.00718053 0.00739458],0.0,[-2.0407543   1.24757921 -1.96990011 -0.89565978 -1.57674167 -0.429335  ],[ 2.29665916 -0.74453697 -3.20966469  6.52584123  2.92163491  3.64974157],0.0,2,-0.012988101400132755,0.29881014001327544,0.01,0.07668481535725942,0.1308512419672552,
28,0,2,False,False,False,False,3,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.01249999998,0.03125,0.046875,0.0,[0.13747908 0.39605427 0.31694934],[-0.73045135  0.45608282  2.92904377],[0.00691697 0.99920237 0.02161153 0.03286117],0.0,[-2.02563252  1.24350901 -1.98853237 -0.92111365 -1.61009202 -0.44389228],[ 3.62922585 -0.97684711 -4.47174152 -6.10892838 -8.00408406 -3.49374887],0.0,3,-0.01790620180838232,0.2906201808382321,0.01,0.07661161105764776,0.12606565745602452,
29,0,2,False,False,False,False,4,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.01666666664,0.046875,0.0625,0.0,[0.12510394 0.40038234 0.33208415],[-2.97003508  1.0387373   3.63235474],[-0.0210535   0.99799323  0.04829451  0.03512736],0.0,[-2.00573526  1.23684759 -2.01285366 -0.94032852 -1.59006738 -0.47988563],[ 4.7753443  -1.59874281 -5.83711006 -4.61156921  4.80591474 -8.63840222],0.0,2,-0.012880053320598212,0.2880053320598211,0.01,0.07831182731359118,0.11466054378403934,
30,0,2,False,False,False,False,5,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.0208333333,0.0625,0.078125,0.0,[0.11242993 0.39487034 0.34431148],[-3.04176093 -1.32287979  2.9345584 ],[-0.03409506  0.99716061  0.04725465  0.04770023],0.0,[-1.98171931  1.23310951 -2.04687401 -0.91141754 -1.61488301 -0.48366957],[ 5.76382791 -0.89713742 -8.16488338  6.93863571 -5.95575221 -0.90814737],0.0,2,-0.012769687964211445,0.2769687964211446,0.01,0.08137615009458544,0.10253302184790213,
31,0,2,False,False,False,False,6,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.024999999959999998,0.078125,0.09375,0.0,[0.09142479 0.3914226  0.35698   ],[-5.0412351  -0.82745791  3.04044486],[-0.03524182  0.99672675  0.06271131  0.03689197],0.0,[-1.95390823  1.23191236 -2.08465209 -0.89059271 -1.58589763 -0.45654052],[ 6.67465725 -0.28731652 -9.06674027  4.9979571   6.95649109  6.51097315],0.0,2,-0.012661940821472373,0.2661940821472373,0.01,0.07506110416758319,0.08436222991791366,
32,0,2,False,False,False,False,7,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.029166666619999997,0.09375,0.109375,0.0,[0.06730966 0.38693354 0.36407939],[-5.78763128 -1.07737541  1.70385361],[-0.032658    0.99717391  0.06450623  0.02041138],0.0,[-1.91928198  1.22982966 -2.11275739 -0.85073216 -1.55936039 -0.41487385],[ 8.31030117 -0.49984737 -6.74527216  9.56653357  6.36893935 10.        ],0.0,2,-0.012482060007708979,0.24820600077089777,0.01,0.06473914014357196,0.06473914014357196,
33,0,2,False,False,False,False,8,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.033333333279999995,0.109375,125,0.0,[0.04711358 0.38480195 0.37353697],[-4.84705836 -0.51157951  2.26982117],[-0.03699994  0.99603122  0.07523473  0.02987601],0.0,[-1.87821095  1.22910457 -2.13693758 -0.85282806 -1.57475947 -0.38367856],[ 9.85704659 -0.17402198 -5.80324411 -0.50301759 -3.69577891  7.48687074],0.0,1,-0.007269369658580894,0.2269369658580894,0.01,0.05335395835878123,0.05335395835878123,
34,0,2,False,False,False,False,9,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.037499999939999994,0.140625,0.15625,0.0,[0.02761073 0.38006204 0.37679663],[-4.68068451 -1.13757849  0.78231812],[-0.03940102  0.99671942  0.06337138  0.03133658],0.0,[-1.83878395  1.2225724  -2.1500552  -0.81116141 -1.59067097 -0.35005206],[ 9.46247935 -1.56772121 -3.14823001  9.99999609 -3.81876066  8.07036045],0.0,1,-0.007109322879710745,0.2109322879710745,0.01,0.04460977325065556,0.04460977325065556,
35,0,2,False,False,False,False,10,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.04166666659999999,0.15625,0.171875,0.0,[0.01069997 0.37789148 0.37780595],[-4.05858078 -0.52093506  0.24223566],[-0.06924826  0.99553055  0.0563702   0.03075872],0.0,[-1.80537399  1.21901283 -2.15495535 -0.78886898 -1.59430481 -0.37659202],[ 8.01839137 -0.8542976  -1.17603416  5.35018325 -0.87212215 -6.36959022],0.0,1,-0.006945271579148257,0.1945271579148257,0.01,0.041206485432868784,0.041206485432868784,
36,0,2,False,False,False,False,11,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.04583333325999999,0.15625,0.171875,0.0,[-0.00275729  0.37774873  0.3771095 ],[-3.22974215 -0.03426075 -0.16714811],[-0.06625299  0.9954794   0.04860687  0.04763072],0.0,[-1.7673437   1.21631622 -2.15009753 -0.78395074 -1.63597148 -0.33492535],"[  9.12726939  -0.64718584   1.16587613   1.18037799 -10.
  10.        ]",0.0,0,-0.0017990840353964055,0.17990840353964055,0.01,0.040466592295874744,0.040466592295874744,
37,0,2,False,False,False,False,12,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.04999999991999999,0.171875,0.1875,0.0,[-0.01683385  0.37601593  0.37746456],[-3.37837486 -0.41587114  0.08521557],[-0.06796348  0.99488527  0.03800998  0.06433865],0.0,[-1.72847225  1.21031608 -2.14714439 -0.76551301 -1.67763814 -0.30115915],"[  9.32914745  -1.44003361   0.70875227   4.42505486 -10.
   8.10388808]",0.0,0,-0.0016769439686514648,0.16769439686514648,0.01,0.043437424953200986,0.043437424953200986,
38,0,2,False,False,False,False,13,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.05416666657999999,0.1875,0.203125,0.0,[-0.03467625  0.37817055  0.37479281],[-4.28217754  0.51710844 -0.64121962],[-0.10505448  0.99233878  0.03629363  0.05394594],0.0,[-1.69696727  1.20771458 -2.13649328 -0.76580559 -1.65768514 -0.34282581],[ 7.56119704 -0.62436032  2.55626644 -0.07021859  4.78872055 -9.99999918],0.0,0,-0.0015591413732153581,0.1559141373215358,0.01,0.04852085079096114,0.04852085079096114,
39,0,2,False,False,False,False,14,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.058333333239999986,0.203125,0.21875,0.0,[-0.05695732  0.38137108  0.3686443 ],[-5.34745485  0.76812744 -1.47564411],[-0.10369562  0.99344563  0.03385265  0.03416106],0.0,[-1.66027267  1.20560365 -2.11638189 -0.76775959 -1.62337777 -0.30115914],[ 8.80670312 -0.50662355  4.82673389 -0.46895929  8.23376972 10.        ],0.0,0,-0.0013917634998719026,0.13917634998719025,0.01,0.059727106742083785,0.059727106742083785,
40,0,2,False,False,False,False,15,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.062499999899999985,0.234375,0.25,0.0,[-0.08294793  0.38347286  0.36631805],[-6.23774798  0.50442696 -0.55830002],[-0.14583863  0.98857015  0.03582016  0.01330522],0.0,[-1.61864963  1.20013573 -2.10105785 -0.77326445 -1.5817111  -0.34282581],"[  9.98952859  -1.31230013   3.67777138  -1.32116765  10.
 -10.        ]",0.0,0,-0.001171154014877906,0.1171154014877906,0.01,0.06442284465807191,0.08078776859158149,
41,0,2,False,False,False,False,16,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.06666666655999999,0.25,0.265625,0.0,[-0.09926648  0.38766551  0.36250454],[-3.91645253  1.00623608 -0.91524124],[-0.14403142  0.98887777  0.02950664  0.02247591],0.0,[-1.57998573  1.19003236 -2.0741161  -0.77998481 -1.60476988 -0.30115914],[ 9.27933763 -2.42480846  6.4660198  -1.61288559 -5.53410657 10.        ],0.0,0,-0.0009574554571228896,0.09574554571228897,0.01,0.05755917124533284,0.09515785234072266,
42,0,2,False,False,False,False,17,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.07083333321999999,0.265625,0.28125,0.0,[-0.11019709  0.38987347  0.35283446],[-2.62334526  0.52991152 -2.3208189 ],[-0.15793549  0.98663318  0.00612953  0.03967218],0.0,[-1.5479301   1.18217785 -2.039858   -0.76415579 -1.64643655 -0.29697686],[ 7.6933506  -1.88508363  8.22194413  3.79896453 -9.99999999  1.00374848],0.0,0,-0.0008144229246059433,0.08144229246059433,0.01,0.0488277111396954,0.10413376993363255,
43,0,2,False,False,False,False,18,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.07499999987999999,0.28125,0.296875,0.0,[-0.12092454  0.39412194  0.34008574],[-2.57458806  1.01963282 -3.05969239],[-0.17532496  0.9832992  -0.01516427  0.04641113],0.0,[-1.52262435  1.17694619 -1.99822418 -0.75936291 -1.665518   -0.30532834],[ 6.07337928 -1.25559839  9.99211639  1.15029193 -4.57954818 -2.00435618],0.0,0,-0.0006692009175377157,0.06692009175377157,0.01,0.03770371108259401,0.1135951835586456,
44,0,2,False,False,False,False,19,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.07916666653999999,0.296875,0.3125,0.0,[-0.12564816  0.39263779  0.32724977],[-1.13366783 -0.35619736 -3.08063508],[-0.16791251  0.98298818 -0.04362095  0.06030645],0.0,[-1.50516379  1.17739811 -1.96914552 -0.7324659  -1.69857636 -0.26935308],[ 4.19053541  0.10846278  6.97887903  6.45528197 -7.9340071   8.63406332],0.0,0,-0.0004986783386741291,0.04986783386741291,0.01,0.030451408463438107,0.11871051894914197,
45,0,2,False,False,False,False,20,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.08333333319999998,0.3125,0.328125,0.0,[-0.12923704  0.39360651  0.31372079],[-0.86133242  0.23249388 -3.24695349],[-0.19911405  0.97404367 -0.07637744  0.07588793],0.0,[-1.48858695  1.1732002  -1.93002454 -0.70705123 -1.73845089 -0.31101968],[ 3.97844111 -1.00749909  9.38903332  6.09952133 -9.56988777 -9.99998326],0.0,0,-0.00037279540995149325,0.037279540995149324,0.01,0.022507366551804325,0.12300742493109676,
46,0,2,False,False,False,False,21,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.08749999985999998,0.328125,0.34375,0.0,[-0.13726275  0.40150532  0.30185235],[-1.9261694   1.89571381 -2.8484273 ],[-0.22391506  0.96783435 -0.0806087   0.08161529],0.0,[-1.47145719  1.1716723  -1.88835788 -0.74136285 -1.75206932 -0.34383866],[ 4.11114282 -0.36669672 10.         -8.23478854 -3.2684218  -7.87655496],0.0,0,-0.00025695082911108554,0.025695082911108554,0.01,0.015434912954175735,0.13129593518133087,
47,0,2,False,False,False,False,22,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.09166666651999998,0.34375,0.359375,0.0,[-0.14583999  0.39980397  0.2887457 ],[-2.0585382 -0.4083252 -3.1455946],[-0.21502259  0.96746457 -0.10047758  0.08764552],0.0,[-1.45229882  1.17361981 -1.85814583 -0.72922598 -1.763798   -0.30217216],[ 4.5980075   0.46740209  7.25089124  2.912848   -2.81488401  9.99995933],0.0,0,-0.0001295896591846901,0.012958965918469009,0.01,0.014682580902102114,0.14017209898111554,
48,0,2,False,False,False,False,23,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.09583333317999998,0.359375,375,0.0,[-0.15353236  0.39527634  0.27763239],[-1.84616804 -1.08663082 -2.6671958 ],[-0.20331326  0.96757692 -0.12271505  0.08602112],0.0,[-1.43813973  1.17518535 -1.83599546 -0.7026282  -1.75863277 -0.26050553],[3.398183   0.37572918 5.31608811 6.38346791 1.23965484 9.99999187],0.0,0,-0.00012000139921343362,0.012000139921343363,0.01,0.016720396656915375,0.14792044440617957,
49,0,2,False,False,False,False,24,0.3333333333333333,0.0,0.0,0.0,4.949394208194793,0.09999999983999998,375,0.390625,0.0,[-0.15828294  0.40045142  0.27351674],[-1.1401391   1.24202013 -0.98775387],[-0.21175154  0.96670151 -0.11089923  0.09138295],0.0,[-1.42850844  1.17763177 -1.82112619 -0.74429486 -1.76756198 -0.26930106],"[  2.31151011   0.58714224   3.56862501 -10.          -2.14301154
  -2.11092909]",0.0,1,-0.005231322437700408,0.023132243770040778,0.01,0.019169966910940917,0.15279107670817085,
