,env_id,episodes,is_success,collision,timeout,out_of_bounds,step,success_rate,out_of_bounds_rate,timeout_rate,collision_rate,cumulated_rewards,sim_time,cpu_time_steps,cpu_time_full,action_cpu_time_ur5_1,position_ee_link_ur5_1,velocity_ee_link_ur5_1,rotation_ee_link_ur5_1,position_rotation_sensor_cpu_time_ur5_1,joints_angles_ur5_1,joints_velocities_ur5_1,joints_sensor_cpu_time_ur5_1,reward_ur5_1,distance_ur5_1,distance_threshold_ur5_1
1,0,1,False,False,False,False,70,0.0,0.0,0.0,0.0,0.0,0.2916666662000002,1.109375,2.46875,0.0,[-0.00431139  0.23954742  0.80976933],[ 5.2773456   0.52888155 -0.55995941],[-0.16163971  0.69504184  0.69883633  0.04916628],0.0,[-3.04418018 -2.16248042  1.36277056 -2.67042736  0.06668615],[ 6.76349394  8.69237155  1.77030515 -9.28530455 -6.50596699],0.0,-0.011635824448875167,0.5817912224437584,0.13
2,0,1,False,False,False,False,71,0.0,0.0,0.0,0.0,0.0,0.2958333328600002,1.109375,2.46875,0.0,[0.00993527 0.24161777 0.80775517],[ 3.41919859  0.49688459 -0.48339844],[-0.17670438  0.69370115  0.69763696  0.02927358],0.0,[-3.01807599 -2.12437799  1.35870628 -2.69758722  0.09069059],[ 6.265006    9.14458408 -0.97542752 -6.51836634  5.76106528],0.0,-0.011665937250230168,0.5832968625115084,0.13
3,0,1,False,False,False,False,72,0.0,0.0,0.0,0.0,0.0,0.29999999952000017,1.140625,2.5,0.0,[0.02658612 0.24526273 0.80371153],[ 3.9962031   0.87478995 -0.97047329],[-0.18616788  0.69246793  0.69701296  0.00161815],0.0,[-2.9867602  -2.08594334  1.36143504 -2.71281133  0.11233948],[ 7.51578798  9.224315    0.65490104 -3.65378618  5.19573364],0.0,-0.011678814292019233,0.5839407146009616,0.13
4,0,1,False,False,False,False,73,0.0,0.0,0.0,0.0,0.0,0.30416666618000016,1.140625,2.5,0.0,[0.04806905 0.25179395 0.80033565],[ 5.15590356  1.56749368 -0.81021309],[-1.77607939e-01  6.90595269e-01  7.01094329e-01 -5.78293402e-04],0.0,[-2.9566117  -2.05027892  1.36518615 -2.73722006  0.07279009],[ 7.23564144  8.55946126  0.9002667  -5.85809588 -9.49185381],0.0,-0.011666701445713658,0.5833350722856829,0.13
5,0,1,False,False,False,False,74,0.0,0.0,0.0,0.0,0.0,0.30833333284000014,1.15625,2.515625,0.0,[0.06713459 0.2579188  0.7995277 ],[ 4.57572878  1.46996498 -0.19390583],[-0.1753729   0.69016117  0.70193678 -0.01437659],0.0,[-2.93502068 -2.00963072  1.35281233 -2.74282124  0.06746173],[ 5.18184528  9.75556695 -2.96971572 -1.34428263 -1.27880512],0.0,-0.011652933192886196,0.5826466596443097,0.13
6,0,1,False,False,False,False,75,0.0,0.0,0.0,0.0,0.0,0.3124999995000001,1.171875,2.53125,0.0,[0.0832326  0.26649249 0.8001703 ],[3.86352361 2.05768347 0.15422344],[-0.17478345  0.68742162  0.70475495 -0.01492439],0.0,[-2.90008254 -1.96796406  1.33340708 -2.76415781  0.03244993],[ 8.38515302 10.         -4.6572596  -5.1207763  -8.40283248],0.0,-0.011670006136007223,0.5835003068003611,0.13
7,0,1,False,False,False,False,76,0.0,0.0,0.0,0.0,0.0,0.3166666661600001,1.1875,2.546875,0.0,[0.09452412 0.27601168 0.79609913],[ 2.70996452  2.28460551 -0.97708225],[-0.18915893  0.68316936  0.70492041 -0.02420239],0.0,[-2.85978907 -1.92721043  1.3231876  -2.80264411  0.02631731],[ 9.67043258  9.78087085 -2.45267558 -9.23671305 -1.47182981],0.0,-0.011652177054309777,0.5826088527154888,0.13
8,0,1,False,False,False,False,77,0.0,0.0,0.0,0.0,0.0,0.3208333328200001,1.203125,2.5625,0.0,[0.10735889 0.28771535 0.79313916],[ 3.08034361  2.80888081 -0.710392  ],[-0.19442637  0.67870969  0.70781934 -0.02330958],0.0,[-2.81900169 -1.88663595  1.30968891 -2.83993613 -0.0079749 ],[ 9.78897019  9.73787474 -3.23968649 -8.95008552 -8.23012985],0.0,-0.011549304465506198,0.5774652232753099,0.13
9,0,1,False,False,False,False,78,0.0,0.0,0.0,0.0,0.0,0.3249999994800001,1.21875,2.578125,0.0,[0.12017011 0.30087566 0.78663558],[ 3.07469309  3.15847636 -1.56085968],[-0.20023468  0.67462707  0.70996583 -0.02707436],0.0,[-2.77917452 -1.84689322  1.30450305 -2.87896766 -0.03389541],[ 9.55852269  9.53825668 -1.24460487 -9.3675667  -6.22092131],0.0,-0.011442420533222317,0.5721210266611159,0.13
10,0,1,False,False,False,False,79,0.0,0.0,0.0,0.0,0.0,0.32916666614000006,1.234375,2.59375,0.0,[0.12890911 0.31445953 0.77637529],[ 2.0973605   3.2601285  -2.46246815],[-0.21745552  0.67058223  0.70766151 -0.04741047],0.0,[-2.73870288 -1.80625953  1.30373869 -2.91501554 -0.02007977],[ 9.71319316  9.75208465 -0.18344672 -8.65149081  3.31575242],0.0,-0.011290893527611708,0.5645446763805854,0.13
