,env_id,episodes,is_success,collision,timeout,out_of_bounds,step,success_rate,out_of_bounds_rate,timeout_rate,collision_rate,cumulated_rewards,sim_time,cpu_time_steps,cpu_time_full,action_cpu_time_ur5_1,position_ee_link_ur5_1,velocity_ee_link_ur5_1,rotation_ee_link_ur5_1,position_rotation_sensor_cpu_time_ur5_1,joints_angles_ur5_1,joints_velocities_ur5_1,joints_sensor_cpu_time_ur5_1,shaking_ur5_1,reward_ur5_1,distance_ur5_1,distance_threshold_ur5_1
28,0,1,False,False,False,False,29,0.0,0.0,0.0,0.0,0.0,0.12083333313999997,3.25,7.90625,0.0,[0.20259362 0.54012573 0.43904373],[-1.91364527  2.03561783  1.10987663],[0.00922792 0.98886305 0.10044331 0.10943414],0.0,[-2.00400912  0.83628152 -1.63238966 -1.07805929 -1.685086   -0.43200068],[ 1.92089733 -1.17391489  1.19084258 -7.74695337  9.99999869 -8.1104049 ],0.0,3,-0.018229212553407943,0.3229212553407944,0.01
29,0,1,False,False,False,False,30,0.0,0.0,0.0,0.0,0.0,0.12499999979999997,3.34375,8.0,0.0,[0.19482552 0.5456599  0.43605775],[-1.86434627  1.3282013  -0.71663618],[0.02163602 0.99143851 0.09738818 0.08424397],0.0,[-1.99756497  0.82572736 -1.6152652  -1.05581569 -1.64679476 -0.39419   ],[ 1.54659591 -2.53299858  4.10987154  5.338464    9.18989728  9.0745616 ],0.0,3,-0.01816359416129749,0.31635941612974905,0.01
30,0,1,False,False,False,False,31,0.0,0.0,0.0,0.0,0.0,0.12916666645999997,3.4375,8.09375,0.0,[0.18624781 0.55269188 0.43934301],[-2.05864907  1.68767453  0.78846216],[0.02321983 0.99069136 0.1156486  0.06794663],0.0,[-1.98985779  0.82134907 -1.61036292 -1.0764334  -1.60512809 -0.37850602],[ 1.84972334 -1.05078947  1.17654707 -4.94825032  9.99999998  3.76415581],0.0,2,-0.013084250403716058,0.3084250403716057,0.01
31,0,1,False,False,False,False,32,0.0,0.0,0.0,0.0,0.0,0.13333333311999998,3.546875,8.203125,0.0,[0.18871093 0.55580187 0.43937641],[0.59114814 0.74639797 0.00801802],[0.02652196 0.98942977 0.11293188 0.08701544],0.0,[-1.98389262  0.81756364 -1.59780372 -1.09480823 -1.64457075 -0.37142316],[ 1.43163967 -0.90850343  3.01420702 -4.40996025 -9.46623682  1.69988587],0.0,1,-0.00801353805585027,0.30135380558502695,0.01
32,0,1,False,False,False,False,33,0.0,0.0,0.0,0.0,0.0,0.13749999978,3.640625,8.296875,0.0,[0.18352903 0.56119084 0.43689147],[-1.24365449  1.29335404 -0.59638739],[0.00201831 0.99009776 0.12108174 0.0710042 ],0.0,[-1.9817346   0.81716055 -1.58787472 -1.10765957 -1.60290409 -0.41308983],[ 0.51792433 -0.09674206  2.38295972 -3.08432053  9.99999738 -9.99999954],0.0,2,-0.01304030555020998,0.3040305550209979,0.01
33,0,1,False,False,False,False,34,0.0,0.0,0.0,0.0,0.0,0.14166666644,3.734375,8.390625,0.0,[0.18342333 0.56292617 0.4377687 ],[-0.02537012  0.41647911  0.21053553],[-0.00311275  0.98931718  0.12762915  0.07037517],0.0,[-1.98207171  0.81747716 -1.58647516 -1.12108901 -1.59499102 -0.42284251],[-0.08090635  0.07598788  0.33589528 -3.22306633  1.899138   -2.34064329],0.0,3,-0.01799016946079151,0.29901694607915097,0.01
34,0,1,False,False,False,False,35,0.0,0.0,0.0,0.0,0.0,0.14583333310000002,3.84375,8.5,0.0,[0.18386035 0.56148344 0.43083093],[ 0.1048851  -0.3462553  -1.66506529],[0.01703926 0.99226719 0.10087526 0.07028265],0.0,[-1.97843988  0.81108191 -1.57130964 -1.07942235 -1.62204856 -0.38117584],[ 0.87163941 -1.53486007  3.63972519 10.         -6.49381019 10.        ],0.0,3,-0.017993207754782053,0.2993207754782055,0.01
35,0,1,False,False,False,False,36,0.0,0.0,0.0,0.0,0.0,0.14999999976000003,3.953125,8.609375,0.0,[0.18698955 0.5648694  0.43448702],[0.7510078  0.81263065 0.87746143],[0.02053436 0.9895559  0.11673693 0.0820366 ],0.0,[-1.97870768  0.81224153 -1.56938918 -1.12108901 -1.63233651 -0.37675334],"[ -0.06427181   0.27830864   0.46090998 -10.          -2.46910706
   1.06140118]",0.0,4,-0.02298055286752179,0.29805528675217874,0.01
36,0,1,False,False,False,False,37,0.0,0.0,0.0,0.0,0.0,0.15416666642000004,4.0625,8.71875,0.0,[0.18173416 0.5674988  0.43882516],[-1.2612927   0.63105583  1.04115486],[0.01267803 0.98713905 0.14258561 0.07116911],0.0,[-1.97805912  0.81930334 -1.58129952 -1.15608175 -1.59066984 -0.38653305],[ 0.15565483  1.69483463 -2.85848176 -8.39825674  9.99999999 -2.34713018],0.0,5,-0.028022772438634755,0.30227724386347526,0.01
37,0,1,False,False,False,False,38,0.0,0.0,0.0,0.0,0.0,0.15833333308000005,4.171875,8.828125,0.0,[0.17956722 0.56542575 0.43460187],[-0.52006602 -0.49753189 -1.01358891],[-0.00851738  0.9881801   0.13898887  0.06410629],0.0,[-1.97955282  0.82654105 -1.58650296 -1.14595639 -1.57366757 -0.4281997 ],[-0.35848707  1.73704984 -1.24882543  2.43008673  4.08054549 -9.99999755],0.0,6,-0.03298527633229083,0.29852763322908316,0.01
38,0,1,False,False,False,False,39,0.0,0.0,0.0,0.0,0.0,0.16249999974000007,4.28125,8.9375,0.0,[0.17477196 0.56150043 0.42786899],[-1.15086079 -0.94207764 -1.61589146],[-0.02108305  0.99099511  0.1222112   0.05048477],0.0,[-1.97810275  0.8307707  -1.59011732 -1.10428972 -1.55963802 -0.45011376],[ 0.34801687  1.01511691 -0.86744539 10.          3.36709018 -5.25937323],0.0,6,-0.03295196383186463,0.2951963831864631,0.01
39,0,1,False,False,False,False,40,0.0,0.0,0.0,0.0,0.0,0.16666666640000008,4.359375,9.015625,0.0,[0.17838359 0.55706662 0.41941214],[ 0.86678982 -1.06411457 -2.02964545],[-0.03976546  0.9933365   0.08954945  0.06068138],0.0,[-1.9776126   0.82963194 -1.58005315 -1.06262305 -1.60130469 -0.49178042],"[  0.11763515  -0.27330352   2.41540064  10.          -9.99999983
 -10.        ]",0.0,6,-0.03288619900738998,0.28861990073899835,0.01
40,0,1,False,False,False,False,41,0.0,0.0,0.0,0.0,0.0,0.1708333330600001,4.46875,9.125,0.0,[0.17042816 0.5559212  0.41418156],[-1.90930367 -0.27490139 -1.25533819],[-0.05048335  0.99503678  0.07906286  0.03320122],0.0010006427764892578,[-1.97553422  0.82850509 -1.577495   -1.02095639 -1.55963802 -0.50685667],[ 0.49881146 -0.27044393  0.61395386 10.         10.         -3.61830001],0.0,6,-0.032900446253959686,0.29004462539596854,0.01
41,0,1,False,False,False,False,42,0.0,0.0,0.0,0.0,0.0,0.1749999997200001,4.578125,9.234375,0.0,[0.17108808 0.55110526 0.41366187],[ 0.15838265 -1.15582466 -0.1247263 ],[-0.07163094  0.99391007  0.06596602  0.05157784],0.0,[-1.97128707  0.83338625 -1.58766351 -1.00893207 -1.60130469 -0.54852334],"[  1.01931625   1.17147758  -2.44044136   2.88583726 -10.
  -9.99999976]",0.0,6,-0.032812507454762115,0.28125074547621143,0.01
42,0,1,False,False,False,False,43,0.0,0.0,0.0,0.0,0.0,0.17916666638000012,4.703125,9.359375,0.0,[0.16613901 0.55639559 0.41507104],[-1.18777871  1.26967907  0.33820152],[-0.09594557  0.99025643  0.08505577  0.05433444],0.0,[-1.96469052  0.83858132 -1.58806341 -1.05059873 -1.58524384 -0.59018998],"[  1.58317164   1.2468177   -0.09597668 -10.           3.85460297
  -9.99999305]",0.0,6,-0.032813555493432886,0.2813555493432884,0.01
43,0,1,False,False,False,False,44,0.0,0.0,0.0,0.0,0.0,0.18333333304000013,4.8125,9.46875,0.0,[0.16351466 0.5608601  0.41784564],[-0.62984347  1.07148171  0.66590309],[-0.08899076  0.98868871  0.0977983   0.07078692],0.0,[-1.95480795  0.84113221 -1.58672831 -1.09226538 -1.60598438 -0.56942533],[ 2.37181624  0.61221294  0.32042488 -9.99999469 -4.97772851  4.98351506],0.0,6,-0.032772392074106545,0.2772392074106544,0.01
44,0,1,False,False,False,False,45,0.0,0.0,0.0,0.0,0.0,0.18749999970000014,4.921875,9.578125,0.0,[0.15784286 0.56096655 0.42006427],[-1.36123181  0.02554893  0.53247213],[-0.0884684   0.9877941   0.09781535  0.08287483],0.0,[-1.94255485  0.84314902 -1.59319067 -1.09847442 -1.63040752 -0.55951605],[ 2.94074381  0.48403565 -1.55096536 -1.49017107 -5.86155355  2.37822756],0.0,5,-0.02775665270293239,0.2756652702932388,0.01
45,0,1,False,False,False,False,46,0.0,0.0,0.0,0.0,0.0,0.19166666636000015,5.03125,9.6875,0.0,[0.14639148 0.5594129  0.42178181],[-2.74833084 -0.37287712  0.41220903],[-0.11510619  0.98498017  0.10754026  0.07070839],0.0,[-1.93446535  0.85115358 -1.61222637 -1.09425772 -1.59542999 -0.60118272],"[  1.94148069   1.92109372  -4.56856817   1.01200879   8.39460727
 -10.        ]",0.0,4,-0.022705541611098973,0.27055416110989705,0.01
46,0,1,False,False,False,False,47,0.0,0.0,0.0,0.0,0.0,0.19583333302000017,5.140625,9.796875,0.0,[0.14184693 0.55497652 0.41909769],[-1.09069348 -1.06472969 -0.64418793],[-0.13451782  0.98287952  0.09115621  0.08685204],0.0010006427764892578,[-1.92262692  0.8585893  -1.62216643 -1.0784209  -1.63709666 -0.63356608],"[  2.84122424   1.78457267  -2.38561473   3.8008365  -10.
  -7.77200623]",0.0,4,-0.022595587372552427,0.2595587372552428,0.01
47,0,1,False,False,False,False,48,0.0,0.0,0.0,0.0,0.0,0.19999999968000018,5.265625,9.921875,0.0,[0.12980735 0.55730653 0.41495615],[-2.88949728  0.55920124 -0.99396944],[-0.13869889  0.98338521  0.08850036  0.07670651],0.0,[-1.9072857   0.85992108 -1.61717925 -1.06965668 -1.6243713  -0.62447615],[3.68189201 0.31962858 1.19692351 2.1034118  3.05408479 2.18158275],0.0,4,-0.02254073490148656,0.2540734901486557,0.01
48,0,1,False,False,False,False,49,0.0,0.0,0.0,0.0,0.0,0.2041666663400002,5.375,10.03125,0.0,[0.11944903 0.55490822 0.40934521],[-2.48599649 -0.5755949  -1.34662628],[-0.16648719  0.98135048  0.06914408  0.06672624],0.0,[-1.89450716  0.86010637 -1.61595464 -1.02799002 -1.62186593 -0.66614281],"[  3.06684854   0.04446814   0.29390628  10.           0.60128927
 -10.        ]",0.0,3,-0.017418250197771653,0.24182501977716528,0.01
49,0,1,False,False,False,False,50,0.0,0.0,0.0,0.0,0.0,0.2083333330000002,5.484375,10.140625,0.0,[0.10489669 0.5541845  0.40471721],[-3.49256158 -0.1736927  -1.11072064],[-0.17877634  0.98120296  0.0560566   0.04623263],0.0,[-1.8788156   0.85734608 -1.61200538 -0.98632335 -1.59881868 -0.67206897],[ 3.76597493 -0.66246904  0.94782197 10.          5.53134037 -1.42227743],0.0,2,-0.012303989663174416,0.2303989663174416,0.01
50,0,1,False,False,False,False,51,0.0,0.0,0.0,0.0,0.0,0.21249999966000022,5.578125,10.234375,0.0,[0.09318792 0.56359339 0.40492237],[-2.81010569  2.25813389  0.04923821],[-0.19200237  0.97759432  0.07856785  0.0356593 ],0.0,[-1.86581867  0.85603758 -1.59884996 -1.02799002 -1.55898562 -0.68354436],"[  3.11926392  -0.31403917   3.15730132 -10.           9.55993529
  -2.75409295]",0.0,1,-0.007152962827287914,0.21529628272879137,0.01
51,0,1,False,False,False,False,52,0.0,0.0,0.0,0.0,0.0,0.21666666632000023,5.6875,10.34375,0.0,[0.09002841 0.57140088 0.40161261],[-0.75828374  1.87379837 -0.79434157],[-0.19926414  0.97514713  0.08414311  0.04797829],0.0,[-1.8548892   0.85521543 -1.57786598 -1.06965668 -1.5760434  -0.68939182],"[  2.62307343  -0.19731664   5.03615493 -10.          -4.09386813
  -1.40339172]",0.0,0,-0.0020538245316531066,0.20538245316531065,0.01
52,0,1,False,False,False,False,53,0.0,0.0,0.0,0.0,0.0,0.22083333298000024,5.78125,10.4375,0.0,[0.08317617 0.57212037 0.39521527],[-1.64453566  0.17267704 -1.53536082],[-0.22403498  0.97109377  0.07348068  0.03722629],0.0,[-1.8472656   0.85452557 -1.56661308 -1.05108368 -1.56425352 -0.73105849],[ 1.82966244 -0.16556589  2.70069454  4.45752114  2.82957047 -9.99999998],0.0,0,-0.002033402789938895,0.20334027899388948,0.01
53,0,1,False,False,False,False,54,0.0,0.0,0.0,0.0,0.0,0.22499999964000025,5.890625,10.546875,0.0,[0.07292411 0.58164239 0.39150777],[-2.46049405  2.285285   -0.8897996 ],[-0.21210191  0.97255766  0.09309489  0.02185659],0.0,[-1.83711521  0.85404143 -1.54529295 -1.09275035 -1.52258686 -0.6930165 ],"[  2.43609384  -0.11619401   5.11683127 -10.          10.
   9.13007688]",0.0,0,-0.001959632690266073,0.1959632690266073,0.01
54,0,1,False,False,False,False,55,0.0,0.0,0.0,0.0,0.0,0.22916666630000027,6.0,10.65625,0.0,[0.07210471 0.58710557 0.38436493],[-0.19665599  1.3111639  -1.71428204],[-0.19480373  0.97679555  0.0833875   0.03111919],0.0,[-1.82838415  0.84968053 -1.51773831 -1.10773695 -1.55251399 -0.65134986],[ 2.09545428 -1.04661637  6.61311328 -3.59678425 -7.1825114   9.99999312],0.0,0,-0.0018818170832760313,0.18818170832760311,0.01
